elo,moves,opening,termination
1420,d4 d5 c4 e6 Nc3 c6 Nf3 Nf6 e3 Bb4 Bd2 O-O a3 Bd6 Bd3 a5 c5 Be7 O-O b6 Na4 bxc5 dxc5 Na6 Rc1 Rb8 b4 axb4 axb4 Nxb4 Rb1 Qa5 Bxb4 Rxb4 Qd2 Rxa4 Qxa5 Rxa5 Rb8 Ra3 Ne5 Ba6 Rxf8+ Bxf8 Bxa6 Rxa6 Rb1 Ra8 Nxc6 Bxc5 h3 h5 g4 hxg4 hxg4 Nxg4 Rc1 Bd6 Rc3 Ra1+ Kg2 Ra2 Kf3 Nxf2 Rb3 Ne4 Rb8+ Bxb8 Nxb8 Nd2+ Kf4 Ra4+ Ke5 Re4+ Kd6 g5 Nc6 g4 Ne7+ Kh7 Kd7 g3 Ke8 g2 Kxf7 g1=Q Nxd5 Qf1+ Ke7 Kg7 Nc7 Qf7+ Kd6 Nc4+ Kc6 Na5+ Kb6 e5 Kxa5 Qa2+ Kb6 Rb4+ Kc6 Qc4+ Kd6 Rb6+ Kd7 Qf7+ Kc8 Rc6 Kb8 Qxc7+ Ka8 Qc8+ Ka7 Ra6# 0-1,Semi-Slav Defense: Main Line,Normal
1224,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nc3 Nxe4 Nxe4 Nxd4 Qxd4 d6 Qa4+ Bd7 Bb5 Qe7 f3 d5 Bxd7+ Qxd7 Qxd7+ Kxd7 Nc5+ Kc8 Nd3 Bd6 Bd2 c5 O-O-O b5 b3 c4 bxc4 bxc4 Nb2 Ba3 Kb1 Rb8 Bc3 Rd8 Rhe1 f5 g3 g5 h3 h5 g4 fxg4 hxg4 hxg4 fxg4 Rb5 Ka1 Kb7 Rd4 Rb8 Red1 Kc6 Nxc4 dxc4 Rxc4+ Kb6 Rb1 Rxb1+ Kxb1 Ka6+ Ka1 Kb5 Re4 Rg8 Bb2 Bf8 a3 a5 Ka2 a4 Re8 Kc4 c3 Kd3 Kb1 Kc4 Ba1 Kb3 Bb2 Kc4 Re5 Bg7 Re4+ Kd3 Rxa4 Bxc3 Bxc3 Kxc3 Ka2 Rb8 Ra5 Rb2+ Ka1 Kb3 Rb5+ Kc3 Rxb2 Kd3 a4 Ke3 a5 Kf3 a6 Kxg4 a7 Kf4 a8=Q g4 Rf2+ 1-0,Four Knights Game: Scotch Variation Schmid Defense,Normal
1555,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 Nc3 Bd6 O-O O-O d4 exd4 Nxd4 Bd7 Nf5 Bxf5 e5 Bxe5 0-1,Ruy Lopez: Berlin Defense #2,Normal
1524,c4  e5  g3  Nc6  Bg2  Bc5  e3  d6  Ne2  Bg4  f3  Bf5  O-O  Qd7  d4  exd4  exd4  Bb6  Nbc3  O-O-O  a3  h5  b4  a6  b5?!  axb5  cxb5  Nce7  a4  h4?  Bf4?  h3  Bh1  c6?  a5  Bc7?  a6  bxa6  bxa6?  Bb6  Ne4?  Bxe4?!  fxe4  c5??  Qb3  Qa7?  e5?  cxd4??  Bb7+??  Kb8  exd6  d3+??  Rf2  Bxf2+?!  Kf1?  Bxg3?  Bxg3?!  dxe2+  Kxe2  Rxd6  Bxd6# 1-0,English Opening: King's English Variation,Normal
1658,d4 f5 c4 Nf6 Nc3 e6 e3 Bb4 Bd2 O-O Bd3 c5 Nge2 Nc6 a3 cxd4 exd4 Be7 Be3 d6 b4 e5 dxe5 dxe5 Bc2 Qc7 O-O Ng4 h3 Rd8 Qc1 Nxe3 Qxe3 f4 Qe4 g6 Qf3 Be6 c5 Nd4 Nxd4 Rxd4 Rad1 Rad8 Rxd4 Rxd4 Nb5 Qc6 Qxc6 bxc6 Nxd4 exd4 Be4 Bc4 Rd1 Bf6 Bxc6 Bb3 Rd2 d3 Be4 Bc3 Rxd3 1-0,Dutch Defense: Queen's Knight Variation,Normal
1888,e4  c6  d4  d5  Nd2  dxe4  Nxe4  Bf5  Ng3  Bg6  Nf3  Nd7  Bc4  e6  O-O  Ngf6  Nh4  Be7  Nxg6  hxg6  Re1  Qc7  Bg5  O-O-O  Be2  Nd5  Bxe7  Nxe7  c4?!  Nf6  Qa4  Kb8  Rad1  Nf5  c5?!  Ne4?  Rd3?  Rh7?  Ra3  a6?!  Bxa6  bxa6??  Qxa6  Qa7?  Rb3+  Ka8  Qxc6+  Qb7  Qxb7# 1-0,Caro-Kann Defense: Classical Variation,Normal
1711,d4 d5 Nf3 Nc6 Nc3 Bg4 h3 Bxf3 exf3 e6 Bf4 Bd6 Bg3 a6 a3 Nge7 Qd3 Nf5 Bxd6 Qxd6 Ne2 O-O c3 e5 dxe5 Qxe5 O-O-O Nfe7 g3 Na5 Kc2 c6 f4 Qc7 Nd4 Qb6 Nf3 Qxf2+ Rd2 Qb6 Ne5 Qb3+ Kb1 f6 Nd7 Rfd8 Nc5 Qb6 Ne6 Nc4 Nxd8 Nxd2+ Qxd2 Rxd8 Bd3 Qc7 Qc2 g6 h4 Kf7 h5 Rg8 hxg6+ hxg6 Qh2 c5 Qh7+ Rg7 Qh6 Qd7 Re1 Nf5 Qh3 c4 Bc2 Kg8 Qg2 Rh7 Ka1 d4 Bxf5 Qxf5 Re8+ Kf7 Rb8 Qd7 Rxb7 1-0,Queen's Pawn Game: Chigorin Variation,Time forfeit
1607,Nf3 d5 d3 Bf5 Nbd2 Nc6 g3 Qd6 Bg2 O-O-O O-O e5 Re1 e4 dxe4 dxe4 Ng5 h6 Nxf7 Qg6 Nxh8 Qh7 Nf7 Rd7 Nxh6 gxh6 c3 Qg6 Qb3 b6 Nc4 Qh5 Ne5 Nxe5 Bf4 Bh3 Bxh3 Qxh3 Bxe5 Re7 Qxg8 Re8 Qf7 Kd8 Bf6+ Be7 Rad1+ Kc8 Qxe8+ Bd8 Qxd8+ Kb7 Qd5+ c6 Qxe4 h5 Qe7+ Ka6 Rd4 c5 Ra4+ Kb5 Qd7+ Qxd7 Rh4 Qd2 b4 Qxe1+ Kg2 Qxe2 bxc5 bxc5 Rf4 Qxa2 Rf3 c4 Bd4 Qd2 Bxa7 Qg5 Bd4 h4 h3 hxg3 fxg3 Qd2+ Rf2 Qh6 h4 Qg6 Kh3 Qd3 Rg2 Qd1 g4 Qf1 h5 Qh1+ Kg3 Qe1+ Kh3 Qh1+ Rh2 Qf1+ Kh4 Qe1+ Kh3 Qd2 Rxd2 Ka4 h6 Kb3 h7 1-0,Zukertort Opening: Old Indian Attack,Normal
1962,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 Re1 Be7 h3 Bd7 c3 O-O d4 exd4 cxd4 h6 Nc3 Re8 Bf4 Bf8 Qb3 Na5 Qa4 Bxb5 Qxb5 Nc6 e5 dxe5 dxe5 Nh7 Qxb7 Ne7 Rad1 Qc8 Qxc8 Raxc8 Rd7 Nf5 Red1 g5 Bh2 Bc5 g4 Ne7 Ne4 Bb6 h4 gxh4 Nxh4 Kg7 Ng3 Ng5 Ngf5+ Nxf5 Nxf5+ Kg6 Ne7+ Rxe7 Rxe7 Nf3+ Kg2 Nxh2 Kxh2 1-0,Ruy Lopez: Berlin Defense Improved Steinitz Defense,Normal
1568,d4 d5 Bg5 e6 Bxd8 Kxd8 e3 Nf6 c4 dxc4 Bxc4 Ne4 Ne2 c6 f3 Nf6 O-O b5 Bd3 c5 dxc5 Bxc5 Bxb5+ Ke7 Nbc3 a6 Ba4 Rd8 Qc2 a5 Rad1 Ba6 Rxd8 Kxd8 Rd1+ Ke7 Ne4 Bxe3+ Kh1 Nxe4 fxe4 Ra7 e5 Bb6 Nd4 Rc7 Qxh7 Bxd4 Qxg7 Bxb2 Qf6+ Kf8 Qd8+ Kg7 Qxc7 Be2 Re1 1-0,Queen's Pawn Game: Levitsky Attack,Time forfeit
1674,h4 e6 h5 d5 d4 c5 h6 Nxh6 Nf3 Nc6 e4 dxe4 Ne5 Nxe5 Bb5+ Bd7 Bxd7+ Nxd7 c3 Nf5 Bf4 cxd4 c4 e5 Bc1 Bb4+ Bd2 Qa5 b3 e3 Bxb4 Qxb4+ Kf1 Nc5 a3 Qxb3 Qxb3 Nxb3 Ra2 O-O-O g4 Nd6 fxe3 dxe3 Ke2 Nxc4 Nc3 Rd2+ Rxd2 exd2 Rh5 f6 g5 g6 Rh4 fxg5 Rxc4+ Kb8 Nd5 Rd8 Nf6 d1=Q+ Ke3 Rd3+ Ke4 Qe2# 0-1,Kadas Opening,Normal
1273,e4 d5 exd5 Nf6 Nc3 e5 dxe6 fxe6 Nf3 Ng4 h3 Nf6 a3 Be7 Bb5+ c6 Bd3 O-O b4 a5 b5 Qd6 bxc6 Nxc6 Nb5 Qf4 Be2 a4 d3 Qf5 c4 Bc5 d4 Bb6 g4 Qe4 Nd6 Ba5+ Bd2 Bxd2+ Qxd2 Qg6 Nxc8 Raxc8 Bd3 Qe8 Bc2 e5 Bxa4 exd4+ Kf1 Ne4 Qc2 Rxf3 Rh2 d3 Qd1 Nd4 Bxe8 Rxe8 Qa4 Nd2+ Kg2 Re2 Qa8+ Rf8 Qxb7 Nxc4 Qd5+ Kh8 Qxd4 Ne5 Rf1 d2 Rd1 Rexf2+ Qxf2 Rxf2+ Kxf2 Nd3+ Ke2 Nb2 Kxd2 Nc4+ Kc2 Ne3+ Kd2 Nc4+ Ke2 Nxa3 Rd8# 1-0,Scandinavian Defense: Modern Variation #2,Normal
1507,e4 e5 f4 d6 Nf3 Bg4 Bc4 h5 O-O f6 d3 c6 fxe5 dxe5 c3 Bc5+ Kh1 a5 Qb3 Kf8 Qxb7 Nd7 Qxc6 Ne7 Qa4 Nb6 Qd1 Bxf3 Qxf3 Nxc4 dxc4 Nc6 Qg3 h4 Qf3 Qd7 Be3 Bxe3 Qxe3 h3 g3 Kg8 Nd2 Rf8 Nf3 f5 Ng5 f4 gxf4 exf4 Rxf4 Rxf4 Qxf4 Qb7 Rd1 1-0,King's Gambit,Time forfeit
1812,d4 e6 c4 c5 Nf3 Nf6 Bg5 cxd4 Qxd4 Be7 e3 Nc6 Qd1 h6 Bh4 O-O Nc3 d5 cxd5 Nxd5 Bxe7 Ndxe7 Be2 Qxd1+ Rxd1 Nb4 O-O Nbd5 Ne4 b6 Bc4 a5 a3 Ba6 Bxa6 Rxa6 Nd6 Rd8 Nc4 b5 Nce5 f6 Ng4 h5 e4 hxg4 Nh4 Nf4 Rxd8+ Kf7 Rfd1 g5 f3 gxh4 fxg4 e5 h3 Ne2+ Kf2 Nd4 Rd7 Rc6 Rd2 b4 g3 bxa3 bxa3 hxg3+ Kxg3 Rc3+ Kg2 Rxa3 h4 Ke6 Ra7 Nf3 h5 Nxd2 h6 Nxe4 h7 Ng6 Ra6+ Kf7 Ra7+ Kf8 Ra8+ Kg7 Ra7+ Kh8 g5 f5 Rf7 Nxg5 Rxf5 Nh4+ Kf2 Ne4+ Kg1 Nxf5 0-1,Blumenfeld Countergambit #2,Normal
1706,e4 e6 Nf3 d6 d4 Be7 c4 Nd7 Be2 c6 O-O b6 Nc3 a6 a3 g5 Be3 f5 exf5 exf5 Qc2 f4 Bd2 Ndf6 Nxg5 Ng4 Bxg4 Bxg4 Bxf4 Bxg5 Rfe1+ Kf8 Qe4 Bxf4 Qxf4+ Nf6 Ne4 Kg7 Qg5+ Kf7 Nxf6 Qxf6 Qxg4 Rag8 Qd7+ Kg6 Re6 Qxe6 Qxe6+ Kh5 Qh3+ Kg6 Re1 h5 Re6+ Kg7 Qf5 Rh6 Qg5+ Kh7 Re7+ Rg7 Qxg7# 1-0,French Defense: Knight Variation,Normal
1527,e4 e5 d3 Nc6 Nc3 Nf6 g3 Bb4 f4 d6 f5 g6 g4 gxf5 gxf5 h6 Nf3 Nd4 a3 Nxf3+ Qxf3 Bxc3+ bxc3 c6 Bh3 Bd7 Qg3 Qe7 Qg7 O-O-O Qg3 Rdg8 Qh4 d5 Be3 Qd6 Rg1 Rxg1+ Bxg1 dxe4 dxe4 Rg8 Be3 c5 Bxh6 Bc6 Qxf6 Qxf6 Be3 Bxe4 Bxc5 Bxc2 Be7 Qxe7 f6+ Qd7 Bxd7+ Kxd7 Rc1 Bd3 c4 e4 c5 Rg1+ Kd2 Rxc1 Kxc1 Kc6 Kd2 Kxc5 h4 Kc4 h5 e3+ Kxe3 Bh7 0-1,King's Pawn Game: Leonardis Variation,Time forfeit
1668,Nf3 e6 g3 d5 Bg2 Nf6 O-O Be7 d3 O-O c3 c5 Qc2 Nc6 a4 b6 Re1 Bb7 e4 dxe4 dxe4 e5 Nh4 Qc7 Nf5 g6 Nxe7+ Qxe7 Na3 Ng4 h3 Nf6 Bg5 h6 Bxh6 Rfd8 Bg5 Kg7 Nc4 Qe6 Ne3 Nh5 Rad1 Rd7 Rxd7 Qxd7 Rd1 Qe6 g4 Nf4 Nd5 Nxd5 exd5 Qd6 h4 Ne7 h5 gxh5 gxh5 Ng6 hxg6 fxg6 Qe4 Rh8 Qg4 Rh5 Rd3 e4 Rg3 Bc8 Qxe4 Bf5 Qe7+ Qxe7 Bxe7 Rh4 d6 Bd7 Bxh4 g5 Bxg5 Kf7 Be7 Ke6 Re3+ Kf5 Bd5 Kf4 Kg2 Kg4 f4 Kh5 f5 Bxf5 Bh4 Bd7 Bf3+ Kg6 Kg3 Kf7 Bg5 Kf8 Re4 Kg7 Rf4 Kg6 Bf6 Kf7 Be7+ Kg6 Rg4+ Kh7 Rf4 Kh6 Re4 Kg6 Re5 Kf7 Rg5 Ke6 0-1,Zukertort Opening: Queen's Gambit Invitation,Time forfeit
1615,e4 c5 f4 e6 Nf3 Be7 b4 Bh4+ g3 Be7 bxc5 Bxc5 d4 Bb6 Bb5 a6 Ba4 Nf6 e5 Nd5 O-O O-O c4 Ne7 c5 Ba7 Nc3 b6 cxb6 Bxb6 Ba3 Re8 Ne4 Nf5 g4 Ne3 Qd3 Nxf1 Rxf1 d5 Nd6 Rf8 Ng5 h6 Qh7# 1-0,Sicilian Defense: McDonnell Attack,Normal
1872,e4  c5  d3  Nc6  a3  Nf6  Nf3  d5  Nbd2  e5  exd5  Nxd5  Nc4  f6  Be2  Be7  h3  O-O  Ne3  Nf4  Nc4?  Nxg2+  Kf1  Nf4  Bxf4  exf4  Qd2?  b5  Qxf4  bxc4  Qxc4+  Kh8  Rd1  Rb8  Qe4?  Nd4  Nxd4  cxd4  b4??  Bb7  Qf4?  Bxh1  f3  Bd6  Qxd4  Re8  Kf2?!  Bg3+  Kxg3  Qxd4  0-1,Sicilian Defense,Normal
1843,e4 e5 Nf3 Nc6 Bc4 h6 O-O Na5 Bxf7+ Kxf7 Nxe5+ Kf6 Qh5 Ke6 Qf5+ Kd6 Nf7+ Kc6 Nxd8+ Kb6 d4 d5 Qxd5 Nf6 Qf7 Bd6 e5 Rxd8 exd6 Rxd6 Be3 Ka6 b4 Nc6 Qc4+ b5 Qb3 Be6 Qa3+ Kb7 c3 Ne4 Nd2 Nxd2 Bxd2 a5 bxa5 Rxa5 Qb2 Ra8 a4 Bc4 axb5 Bxf1 bxc6+ Kxc6 Rxa8 Bc4 Ra7 Kd5 f3 Re6 Qb7+ Rc6 Ra5+ Kd6 Qb4+ Kd7 Re5 Be6 d5 Bxd5 Rxd5+ Kc8 Qf8+ Kb7 Rb5+ Ka6 Qb8 Rb6 Rxb6+ cxb6 c4 b5 cxb5# 1-0,Italian Game: Anti-Fried Liver Defense,Normal
1531,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bb5+ Bd7 Qe2 Bxb5 Qxb5+ Qd7 Nc3 Qxb5 Nxb5 Kd7 Bf4 Na6 b3 Rc8 O-O-O Nb4 Nxa7 Rxc2+ Kb1 Rxf2 a3 Nc6 Nxc6 bxc6 Rhg1 e6 Ne5+ Kc8 Bg3 Bxa3 Bxf2 Ne4 Bg3 f5 Ka2 g5 Kxa3 f4 Be1 Kc7 Rc1 Ra8+ Kb2 h5 Rxc6+ Kd8 Rxe6 g4 Rh6 g3 Rh8+ Kc7 Rxa8 gxh2 Rh1 Ng3 Rxh2 Nf1 Rxh5 Ne3 Rh6 Nxg2 Ra7+ Kb8 Nc6+ Kc8 Rh8# 1-0,Caro-Kann Defense,Normal
1260,e4 e5 Nf3 Nc6 Bb5 d6 Nc3 a6 Bxc6+ bxc6 O-O d5 Re1 f6 d4 Bg4 dxe5 fxe5 Re3 d4 Nxe5 Bxd1 0-1,Ruy Lopez: Steinitz Defense,Normal
1490,d4 c5 c4 e6 d5 exd5 Qxd5 d6 g3 Nf6 Qd2 Nc6 Nc3 Bf5 Bg2 Be7 Bxc6+ bxc6 Nf3 O-O O-O Bh3 Rd1 Qc7 b3 Rad8 Bb2 h6 Qf4 Nh5 Qe3 Nf6 Ne4 Ng4 Qf4 g5 Qd2 f5 Nexg5 hxg5 Nxg5 Nf6 Ne6 Qc8 Nxd8 Qxd8 Qg5+ Kf7 Qf4 Rg8 Bxf6 Bxf6 Rxd6 Be5 Qxe5 Qxd6 Qxd6 Rg6 Qxc6 Kg8 Rd1 Kh7 Rd8 Rg7 Qd6 Rg6 Rd7+ Kh6 Qxg6+ Kxg6 Rd8 Kg5 Rh8 Bg4 Rh3 Kf6 Kf1 Bxh3+ Ke1 Bg4 f3 1-0,Old Benoni Defense,Time forfeit
1308,e3 d5 Qe2 e6 d4 Nc6 g3 Bd7 Bg2 Qe7 c4 O-O-O cxd5 exd5 Bxd5 b6 Qa6+ Kb8 b4 Nxb4 Qb7# 1-0,Van't Kruijs Opening,Normal
1580,e4 g6 Nc3 Bg7 d3 e6 Be3 Ne7 Qd2 c6 Bh6 d5 Bxg7 Rg8 Bf6 Nd7 Bxe7 Qxe7 exd5 c5 dxe6 Ne5 Nd5 Qxe6 Nc7+ 1-0,Modern Defense,Normal
2195,c4 d5 cxd5 c6 Nc3 cxd5 d4 Nc6 Nf3 Nf6 g3 Bf5 Bg2 e6 O-O Bd6 Bf4 Bxf4 gxf4 Qd6 e3 Ne4 Ne5 O-O Nxe4 Bxe4 Bxe4 dxe4 Qc2 Nxe5 dxe5 Qd5 Rad1 Qc6 Qxc6 bxc6 Rd4 Rab8 b3 Rfd8 Rxe4 Rd2 Ra4 Rb7 Rc1 Rc7 Kg2 g6 Kf3 Kg7 Rc5 Rd1 Rca5 Rh1 Rxa7 Rxa7 Rxa7 Rxh2 Rc7 h5 Rxc6 h4 b4 Rh1 b5 Rg1 b6 h3 Rc1 h2 Rxg1 hxg1=Q e4 Qb1 a4 Qxb6 Kg4 Qa5 f3 Qxa4 f5 Qb3 f6+ Kf8 Kf4 Qc4 Ke3 Qc3+ Kf4 Qd2+ Kg4 Qe3 Kg3 Qe2 Kf4 g5+ Kxg5 Qxf3 Kh6 Qxe4 Kg5 Qxe5+ Kh6 Qf5 1/2-1/2,English Opening: Anglo-Scandinavian Defense,Normal
1498,e4 h5 Qf3 h4 Bc4 f6 Bxg8 Rxg8 h3 g5 d3 d6 Nc3 Kd7 Qf5+ e6 Qb5+ c6 Qb3 Na6 a3 Nc5 Qa2 Bh6 d4 Na6 Nge2 Qb6 Na4 Qc7 c3 b5 f4 Bb7 fxg5 fxg5 e5 bxa4 exd6 Qxd6 Be3 e5 O-O g4 hxg4 Bxe3+ Kh1 Rxg4 dxe5 Qxe5 Qf7+ Qe7 Qxe7+ Kxe7 Rad1 Nc5 Nd4 Bxd4 cxd4 Ne4 Rde1 c5 dxc5 Rag8 Rg1 h3 gxh3 Rxg1+ Rxg1 Rxg1+ Kxg1 Nxc5 b4 Nb3 h4 Kf6 Kh2 Kg6 Kg3 Kh5 b5 Nc1 Kf4 Nd3+ Ke3 Nc5 Kd4 Ne6+ Kc4 Nf4 Kb4 Ng2 Kxa4 Nxh4 Kb4 1-0,Goldsmith Defense,Time forfeit
1443,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Bg5 c6 Be2 Be7 Nf3 h6 Bxf6 Bxf6 O-O O-O Re1 Bf5 Ne5 Nd7 Nxd7 Qxd7 Bd3 Rae8 Bxf5 Qxf5 Qd2 Bg5 Qd1 Bh4 g3 Bf6 Ne2 Re4 c3 Rfe8 Qc2 Qf3 Kf1 Qh1+ Ng1 Rxe1+ Rxe1 Rxe1+ Kxe1 Qxg1+ Ke2 Qxh2 Qb3 Qh5+ Kd2 b6 Qa4 Qg5+ f4 Qxg3 Qxc6 Qxf4+ Kc2 Qe4+ Kb3 Qe6 Qa8+ Kh7 Qxa7 h5 Kc2 h4 Qa6 h3 Qd3+ Qe4 Qxe4+ dxe4 Kd2 h2 0-1,French Defense: Exchange Variation Svenonius Variation,Normal
1527,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 dxc3 Bxf7+ Kxf7 Qd5+ Ke8 Qxc5 cxb2 Bxb2 Nf6 O-O d6 Qe3 Ne5 Nxe5 dxe5 Bxe5 Be6 Nc3 Kf7 Rfd1 Qe7 Bxf6 Qxf6 Nd5 Bxd5 exd5 Rhe8 Qc1 Rac8 Qc4 Kf8 Rac1 c6 d6 Rcd8 d7 Re7 Qc5 Kg8 Qd4 a6 Qxf6 gxf6 Rb1 Rdxd7 Rxd7 Rxd7 g3 b5 Rb2 a5 Kf1 Kf7 Rc2 Rd6 Ke2 Ke6 Ke3 Kf5 f3 h5 h3 a4 Rc5+ Kg6 Ke4 Re6+ Kf4 Rd6 Ke4 Re6+ Kd4 Rd6+ Kc3 Re6 Kb4 Rd6 Ka5 Rd3 Rxc6 Rxf3 Rb6 Rxg3 Rxb5 Rxh3 Rb4 Ra3 Rb2 Kg5 Kb4 Re3 Kxa4 f5 Rb8 f4 Rg8+ Kh4 Rf8 f3 Kb5 Kg3 a4 f2 a5 Kg2 Rg8+ Rg3 Rf8 f1=Q+ Rxf1 Kxf1 a6 Ra3 a7 Rxa7 0-1,Scotch Game: Haxo Gambit,Normal
1405,d4 d5 c4 e6 Nc3 Nf6 Nf3 Nbd7 Bg5 c6 Bxf6 Qxf6 e4 Bb4 cxd5 cxd5 Qa4 dxe4 Qxb4 exf3 Bb5 fxg2 Bxd7+ Bxd7 Rg1 Bc6 O-O-O O-O-O d5 Qg5+ Kb1 exd5 Nxd5 Bxd5 Qc5+ Kb8 Rxd5 Rxd5 Rxg2 Qxg2 Qxd5 Qxd5 0-1,Queen's Gambit Declined: Barmen Variation,Normal
1473,e4 d5 exd5 Nf6 c4 e6 dxe6 Bxe6 d3 Bb4+ Bd2 Qe7 Bxb4 Qxb4+ Qd2 Qe7 b3 Bxc4+ Qe2 Be6 Nf3 Nc6 Ng5 O-O-O Nxe6 fxe6 g3 Nd4 Qe3 Nc2+ 0-1,Scandinavian Defense: Icelandic-Palme Gambit,Normal
1415,e4 e5 Nf3 d6 Nc3 Nf6 d4 Be7 Bc4 exd4 Nxd4 O-O Bf4 Nbd7 O-O Nc5 Re1 Bg4 f3 Bc8 Qd2 Nh5 Be3 Bh4 Bf2 Bg5 Be3 Nf4 Bxf4 Bxf4 Qxf4 Ne6 Qd2 Qh4 Nce2 Ng5 Ng3 c5 Ndf5 Bxf5 Nxf5 Qh5 Ng3 Qg6 Bd5 h5 Qf4 h4 Qxh4 b5 Bxa8 1-0,Philidor Defense #2,Normal
1579,e4 e5 a4 Nf6 Nc3 Nc6 Bc4 Bb4 Qf3 Bxc3 dxc3 d6 b4 Bg4 Qe3 Qd7 h3 Be6 b5 Na5 Bxe6 Qxe6 Nf3 h6 O-O Nc4 Qe2 O-O g4 g5 h4 Qxg4+ Kh1 Nb6 hxg5 hxg5 Nxg5 Qxe2 Rg1 Qh5+ Nh3+ Kh8 Rg3 Rg8 Be3 Rxg3 fxg3 Qxh3+ Kg1 Qxg3+ Kf1 Qxe3 0-1,King's Pawn Game,Normal
1484,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Be7 d4 exd4 cxd4 Bb4+ Nbd2 Qe7 a3 Ba5 O-O d6 e5 dxe5 dxe5 Nxe5 Re1 f6 Bb2 Bb6 Nxe5 Be6 Bxe6 Qc5 Bxg8 Qxf2+ Kh1 Be3 Bf7+ Kf8 Ne4 Qxb2 Rxe3 Qxe5 Qb3 Qxa1+ 0-1,Italian Game: Evans Gambit Anderssen Variation,Normal
1376,e4 e5 Nc3 Bb4 Nge2 Nc6 Nd5 Nge7 Nxb4 Nxb4 c3 Nd3# 0-1,Vienna Game: Zhuravlev Countergambit #2,Normal
1755,e4 e5 d4 exd4 Nf3 Nc6 Bc4 h6 c3 dxc3 Nxc3 Bb4 Qb3 Bxc3+ Qxc3 Qf6 e5 Qg6 O-O Nge7 Nh4 Qg4 Nf3 O-O h3 Qg6 Bd3 Qe6 Bf4 Ng6 Bg3 d5 Nd4 Nxd4 Qxd4 c6 f4 Ne7 f5 Qd7 f6 Ng6 Rae1 b6 h4 c5 Qf2 Qg4 Be2 Qd4 Qxd4 cxd4 h5 Nh8 Bf3 Be6 Rd1 Rac8 Rxd4 Rc2 Rb1 gxf6 exf6 Rfc8 Bxd5 Rd8 Rbd1 Bxd5 Rxd5 Re8 Rd8 Re2 Bf4 Kh7 Bb8 a6 Bc7 b5 R1d3 Ng6 hxg6+ Kxg6 Rxe8 Rxe8 Bd8 Re2 Rb3 h5 Be7 h4 Kh2 Kf5 Kh3 Kg5 0-1,Scotch Game: Scotch Gambit,Time forfeit
1571,d4 d5 Bg5 f6 Bh4 Nc6 e3 Nh6 f3 e6 a3 Be7 Bg3 O-O Nc3 Nf5 Bf4 e5 dxe5 fxe5 Bg3 e4 Qd2 Nxg3 hxg3 exf3 Qd3 fxg2 Qxh7+ 1-0,Queen's Pawn Game: Levitsky Attack,Normal
1550,e4 e5 Ne2 Nf6 Ng3 Bc5 Be2 d6 d3 h6 O-O O-O c3 Bb6 Nd2 Nc6 a4 a6 Nf3 Be6 h3 Nh7 Bd2 f5 exf5 Bxf5 Qb3+ Kh8 Be3 Bxe3 fxe3 Rb8 Rad1 Bd7 Qc4 Qe7 Nh4 Qxh4 Qxh4 Ng5 Qc4 Be6 Qh4 Na5 Rxf8+ Rxf8 Rf1 Rxf1+ Kxf1 Nc6 e4 Ne7 Bg4 Ng6 Qh5 Bf7 Bf5 Ne7 Qe2 g6 Bd7 Kg7 d4 b5 axb5 axb5 Bxb5 c6 Bd3 exd4 cxd4 Ne6 Qe3 Ng5 e5 d5 b4 Be6 b5 cxb5 Bxb5 Nf5 Qa3 Nxd4 Qa7+ Nf7 Qxd4 Ng5 Qf4 Nf7 Qf6+ 1-0,King's Pawn Game: Alapin Opening,Normal
1735,g4 e5 Bg2 d5 d4 e4 g5 Ne7 c4 c6 Nc3 Ng6 h4 Bd6 h5 Nf4 Bxf4 Bxf4 g6 hxg6 hxg6 Rxh1 gxf7+ Kxf7 Bxh1 Qh4 Bg2 Qh2 e3 Qxg1+ Bf1 Bh3 Qh5+ g6 Qxh3 Bg5 cxd5 cxd5 Nxd5 Nc6 O-O-O Qxf2 Bc4 Kg7 Rf1 Qh4 Qd7+ Kh6 Qxb7 Rf8 Rxf8 Qe1+ Kc2 Nxd4+ exd4 Qd2+ Kb3 Qd1+ Ka3 Qxd4 Nf6 Bxf6 Rxf6 Qxf6 Qxe4 Qd6+ b4 a5 Bd3 axb4+ Kb3 Qf6 Qxg6+ Qxg6 Bxg6 Kxg6 Kxb4 Kf7 Kb5 Ke8 Kb6 Kd8 Kb7 Kd7 a4 Kd6 a5 Kc5 a6 1-0,Grob Opening,Normal
